,week_no,day_of_week,brand,date,cnt_x,brand_fill,ds,lunar_day,is_holiday,after_holiday_type,after_holiday,before_holiday_type,before_holiday,last_workday_before_holiday,is_week_end,is_work,index,cnt_y,spring_sunday,is_norm_sunday,is_saturday,is_redundent_sunday,is_after_new_year,month,day,year
8653,1237,4,,,,0,11/09/2036,,,,,,,,,,,,,,,,,,,
8654,1237,5,,,,0,12/09/2036,,,,,,,,,,,,,,,,,,,
8655,1237,6,,,,0,13/09/2036,,,,,,,,,,,,,,,,,,,
8656,1237,7,,,,0,14/09/2036,,,,,,,,,,,,,,,,,,,
8657,1238,1,,,,0,15/09/2036,,,,,,,,,,,,,,,,,,,
8658,1238,2,,,,0,16/09/2036,,,,,,,,,,,,,,,,,,,
8659,1238,3,,,,0,17/09/2036,,,,,,,,,,,,,,,,,,,
8660,1238,4,,,,0,18/09/2036,,,,,,,,,,,,,,,,,,,
8661,1238,5,,,,0,19/09/2036,,,,,,,,,,,,,,,,,,,
8662,1238,6,,,,0,20/09/2036,,,,,,,,,,,,,,,,,,,
8663,1238,7,,,,0,21/09/2036,,,,,,,,,,,,,,,,,,,
8664,1239,1,,,,0,22/09/2036,,,,,,,,,,,,,,,,,,,
8665,1239,2,,,,0,23/09/2036,,,,,,,,,,,,,,,,,,,
8666,1239,3,,,,0,24/09/2036,,,,,,,,,,,,,,,,,,,
8667,1239,4,,,,0,25/09/2036,,,,,,,,,,,,,,,,,,,
8668,1239,5,,,,0,26/09/2036,,,,,,,,,,,,,,,,,,,
8669,1239,6,,,,0,27/09/2036,,,,,,,,,,,,,,,,,,,
8670,1239,7,,,,0,28/09/2036,,,,,,,,,,,,,,,,,,,
8671,1240,1,,,,0,29/09/2036,,,,,,,,,,,,,,,,,,,
8672,1240,2,,,,0,30/09/2036,,,,,,,,,,,,,,,,,,,
8673,1240,3,,,,0,01/10/2036,,,,,,,,,,,,,,,,,,,
8674,1240,4,,,,0,02/10/2036,,,,,,,,,,,,,,,,,,,
8675,1240,5,,,,0,03/10/2036,,,,,,,,,,,,,,,,,,,
8676,1240,6,,,,0,04/10/2036,,,,,,,,,,,,,,,,,,,
8677,1240,7,,,,0,05/10/2036,,,,,,,,,,,,,,,,,,,
8678,1241,1,,,,0,06/10/2036,,,,,,,,,,,,,,,,,,,
8679,1241,2,,,,0,07/10/2036,,,,,,,,,,,,,,,,,,,
8680,1241,3,,,,0,08/10/2036,,,,,,,,,,,,,,,,,,,
8681,1241,4,,,,0,09/10/2036,,,,,,,,,,,,,,,,,,,
8682,1241,5,,,,0,10/10/2036,,,,,,,,,,,,,,,,,,,
8683,1241,6,,,,0,11/10/2036,,,,,,,,,,,,,,,,,,,
8684,1241,7,,,,0,12/10/2036,,,,,,,,,,,,,,,,,,,
8685,1242,1,,,,0,13/10/2036,,,,,,,,,,,,,,,,,,,
8686,1242,2,,,,0,14/10/2036,,,,,,,,,,,,,,,,,,,
8687,1242,3,,,,0,15/10/2036,,,,,,,,,,,,,,,,,,,
8688,1242,4,,,,0,16/10/2036,,,,,,,,,,,,,,,,,,,
8689,1242,5,,,,0,17/10/2036,,,,,,,,,,,,,,,,,,,
8690,1242,6,,,,0,18/10/2036,,,,,,,,,,,,,,,,,,,
8691,1242,7,,,,0,19/10/2036,,,,,,,,,,,,,,,,,,,
8692,1243,1,,,,0,20/10/2036,,,,,,,,,,,,,,,,,,,
8693,1243,2,,,,0,21/10/2036,,,,,,,,,,,,,,,,,,,
8694,1243,3,,,,0,22/10/2036,,,,,,,,,,,,,,,,,,,
8695,1243,4,,,,0,23/10/2036,,,,,,,,,,,,,,,,,,,
8696,1243,5,,,,0,24/10/2036,,,,,,,,,,,,,,,,,,,
8697,1243,6,,,,0,25/10/2036,,,,,,,,,,,,,,,,,,,
8698,1243,7,,,,0,26/10/2036,,,,,,,,,,,,,,,,,,,
8699,1244,1,,,,0,27/10/2036,,,,,,,,,,,,,,,,,,,
8700,1244,2,,,,0,28/10/2036,,,,,,,,,,,,,,,,,,,
8701,1244,3,,,,0,29/10/2036,,,,,,,,,,,,,,,,,,,
8702,1244,4,,,,0,30/10/2036,,,,,,,,,,,,,,,,,,,
8703,1244,5,,,,0,31/10/2036,,,,,,,,,,,,,,,,,,,
8704,1244,6,,,,0,01/11/2036,,,,,,,,,,,,,,,,,,,
8705,1244,7,,,,0,02/11/2036,,,,,,,,,,,,,,,,,,,
8706,1245,1,,,,0,03/11/2036,,,,,,,,,,,,,,,,,,,
8707,1245,2,,,,0,04/11/2036,,,,,,,,,,,,,,,,,,,
8708,1245,3,,,,0,05/11/2036,,,,,,,,,,,,,,,,,,,
8709,1245,4,,,,0,06/11/2036,,,,,,,,,,,,,,,,,,,
8710,1245,5,,,,0,07/11/2036,,,,,,,,,,,,,,,,,,,
8711,1245,6,,,,0,08/11/2036,,,,,,,,,,,,,,,,,,,
8712,1245,7,,,,0,09/11/2036,,,,,,,,,,,,,,,,,,,
8713,1246,1,,,,0,10/11/2036,,,,,,,,,,,,,,,,,,,
8714,1246,2,,,,0,11/11/2036,,,,,,,,,,,,,,,,,,,
8715,1246,3,,,,0,12/11/2036,,,,,,,,,,,,,,,,,,,
8716,1246,4,,,,0,13/11/2036,,,,,,,,,,,,,,,,,,,
8717,1246,5,,,,0,14/11/2036,,,,,,,,,,,,,,,,,,,
8718,1246,6,,,,0,15/11/2036,,,,,,,,,,,,,,,,,,,
8719,1246,7,,,,0,16/11/2036,,,,,,,,,,,,,,,,,,,
8720,1247,1,,,,0,17/11/2036,,,,,,,,,,,,,,,,,,,
8721,1247,2,,,,0,18/11/2036,,,,,,,,,,,,,,,,,,,
8722,1247,3,,,,0,19/11/2036,,,,,,,,,,,,,,,,,,,
8723,1247,4,,,,0,20/11/2036,,,,,,,,,,,,,,,,,,,
8724,1247,5,,,,0,21/11/2036,,,,,,,,,,,,,,,,,,,
8725,1247,6,,,,0,22/11/2036,,,,,,,,,,,,,,,,,,,
8726,1247,7,,,,0,23/11/2036,,,,,,,,,,,,,,,,,,,
8727,1248,1,,,,0,24/11/2036,,,,,,,,,,,,,,,,,,,
8728,1248,2,,,,0,25/11/2036,,,,,,,,,,,,,,,,,,,
8729,1248,3,,,,0,26/11/2036,,,,,,,,,,,,,,,,,,,
8730,1248,4,,,,0,27/11/2036,,,,,,,,,,,,,,,,,,,
8731,1248,5,,,,0,28/11/2036,,,,,,,,,,,,,,,,,,,
8732,1248,6,,,,0,29/11/2036,,,,,,,,,,,,,,,,,,,
8733,1248,7,,,,0,30/11/2036,,,,,,,,,,,,,,,,,,,
8734,1249,1,,,,0,01/12/2036,,,,,,,,,,,,,,,,,,,
8735,1249,2,,,,0,02/12/2036,,,,,,,,,,,,,,,,,,,
8736,1249,3,,,,0,03/12/2036,,,,,,,,,,,,,,,,,,,
8737,1249,4,,,,0,04/12/2036,,,,,,,,,,,,,,,,,,,
8738,1249,5,,,,0,05/12/2036,,,,,,,,,,,,,,,,,,,
8739,1249,6,,,,0,06/12/2036,,,,,,,,,,,,,,,,,,,
8740,1249,7,,,,0,07/12/2036,,,,,,,,,,,,,,,,,,,
8741,1250,1,,,,0,08/12/2036,,,,,,,,,,,,,,,,,,,
8742,1250,2,,,,0,09/12/2036,,,,,,,,,,,,,,,,,,,
8743,1250,3,,,,0,10/12/2036,,,,,,,,,,,,,,,,,,,
8744,1250,4,,,,0,11/12/2036,,,,,,,,,,,,,,,,,,,
8745,1250,5,,,,0,12/12/2036,,,,,,,,,,,,,,,,,,,
8746,1250,6,,,,0,13/12/2036,,,,,,,,,,,,,,,,,,,
8747,1250,7,,,,0,14/12/2036,,,,,,,,,,,,,,,,,,,
8748,1251,1,,,,0,15/12/2036,,,,,,,,,,,,,,,,,,,
8749,1251,2,,,,0,16/12/2036,,,,,,,,,,,,,,,,,,,
8750,1251,3,,,,0,17/12/2036,,,,,,,,,,,,,,,,,,,
8751,1251,4,,,,0,18/12/2036,,,,,,,,,,,,,,,,,,,
8752,1251,5,,,,0,19/12/2036,,,,,,,,,,,,,,,,,,,
8753,1251,6,,,,0,20/12/2036,,,,,,,,,,,,,,,,,,,
8754,1251,7,,,,0,21/12/2036,,,,,,,,,,,,,,,,,,,
8755,1252,1,,,,0,22/12/2036,,,,,,,,,,,,,,,,,,,
8756,1252,2,,,,0,23/12/2036,,,,,,,,,,,,,,,,,,,
8757,1252,3,,,,0,24/12/2036,,,,,,,,,,,,,,,,,,,
8758,1252,4,,,,0,25/12/2036,,,,,,,,,,,,,,,,,,,
8759,1252,5,,,,0,26/12/2036,,,,,,,,,,,,,,,,,,,
8760,1252,6,,,,0,27/12/2036,,,,,,,,,,,,,,,,,,,
8761,1252,7,,,,0,28/12/2036,,,,,,,,,,,,,,,,,,,
8762,1253,1,,,,0,29/12/2036,,,,,,,,,,,,,,,,,,,
8763,1253,2,,,,0,30/12/2036,,,,,,,,,,,,,,,,,,,
8764,1253,3,,,,0,31/12/2036,,,,,,,,,,,,,,,,,,,
8765,1253,4,,,,0,01/01/2037,,,,,,,,,,,,,,,,,,,
8766,1253,5,,,,0,02/01/2037,,,,,,,,,,,,,,,,,,,
8767,1253,6,,,,0,03/01/2037,,,,,,,,,,,,,,,,,,,
8768,1253,7,,,,0,04/01/2037,,,,,,,,,,,,,,,,,,,
8769,1254,1,,,,0,05/01/2037,,,,,,,,,,,,,,,,,,,
8770,1254,2,,,,0,06/01/2037,,,,,,,,,,,,,,,,,,,
8771,1254,3,,,,0,07/01/2037,,,,,,,,,,,,,,,,,,,
8772,1254,4,,,,0,08/01/2037,,,,,,,,,,,,,,,,,,,
8773,1254,5,,,,0,09/01/2037,,,,,,,,,,,,,,,,,,,
8774,1254,6,,,,0,10/01/2037,,,,,,,,,,,,,,,,,,,
8775,1254,7,,,,0,11/01/2037,,,,,,,,,,,,,,,,,,,
8776,1255,1,,,,0,12/01/2037,,,,,,,,,,,,,,,,,,,
8777,1255,2,,,,0,13/01/2037,,,,,,,,,,,,,,,,,,,
8778,1255,3,,,,0,14/01/2037,,,,,,,,,,,,,,,,,,,
8779,1255,4,,,,0,15/01/2037,,,,,,,,,,,,,,,,,,,
8780,1255,5,,,,0,16/01/2037,,,,,,,,,,,,,,,,,,,
8781,1255,6,,,,0,17/01/2037,,,,,,,,,,,,,,,,,,,
8782,1255,7,,,,0,18/01/2037,,,,,,,,,,,,,,,,,,,
8783,1256,1,,,,0,19/01/2037,,,,,,,,,,,,,,,,,,,
8784,1256,2,,,,0,20/01/2037,,,,,,,,,,,,,,,,,,,
8785,1256,3,,,,0,21/01/2037,,,,,,,,,,,,,,,,,,,
8786,1256,4,,,,0,22/01/2037,,,,,,,,,,,,,,,,,,,
8787,1256,5,,,,0,23/01/2037,,,,,,,,,,,,,,,,,,,
8788,1256,6,,,,0,24/01/2037,,,,,,,,,,,,,,,,,,,
8789,1256,7,,,,0,25/01/2037,,,,,,,,,,,,,,,,,,,
8790,1257,1,,,,0,26/01/2037,,,,,,,,,,,,,,,,,,,
8791,1257,2,,,,0,27/01/2037,,,,,,,,,,,,,,,,,,,
8792,1257,3,,,,0,28/01/2037,,,,,,,,,,,,,,,,,,,
8793,1257,4,,,,0,29/01/2037,,,,,,,,,,,,,,,,,,,
8794,1257,5,,,,0,30/01/2037,,,,,,,,,,,,,,,,,,,
8795,1257,6,,,,0,31/01/2037,,,,,,,,,,,,,,,,,,,
8796,1257,7,,,,0,01/02/2037,,,,,,,,,,,,,,,,,,,
8797,1258,1,,,,0,02/02/2037,,,,,,,,,,,,,,,,,,,
8798,1258,2,,,,0,03/02/2037,,,,,,,,,,,,,,,,,,,
8799,1258,3,,,,0,04/02/2037,,,,,,,,,,,,,,,,,,,
8800,1258,4,,,,0,05/02/2037,,,,,,,,,,,,,,,,,,,
8801,1258,5,,,,0,06/02/2037,,,,,,,,,,,,,,,,,,,
8802,1258,6,,,,0,07/02/2037,,,,,,,,,,,,,,,,,,,
8803,1258,7,,,,0,08/02/2037,,,,,,,,,,,,,,,,,,,
8804,1259,1,,,,0,09/02/2037,,,,,,,,,,,,,,,,,,,
8805,1259,2,,,,0,10/02/2037,,,,,,,,,,,,,,,,,,,
8806,1259,3,,,,0,11/02/2037,,,,,,,,,,,,,,,,,,,
8807,1259,4,,,,0,12/02/2037,,,,,,,,,,,,,,,,,,,
8808,1259,5,,,,0,13/02/2037,,,,,,,,,,,,,,,,,,,
8809,1259,6,,,,0,14/02/2037,,,,,,,,,,,,,,,,,,,
8810,1259,7,,,,0,15/02/2037,,,,,,,,,,,,,,,,,,,
8811,1260,1,,,,0,16/02/2037,,,,,,,,,,,,,,,,,,,
8812,1260,2,,,,0,17/02/2037,,,,,,,,,,,,,,,,,,,
8813,1260,3,,,,0,18/02/2037,,,,,,,,,,,,,,,,,,,
8814,1260,4,,,,0,19/02/2037,,,,,,,,,,,,,,,,,,,
8815,1260,5,,,,0,20/02/2037,,,,,,,,,,,,,,,,,,,
8816,1260,6,,,,0,21/02/2037,,,,,,,,,,,,,,,,,,,
8817,1260,7,,,,0,22/02/2037,,,,,,,,,,,,,,,,,,,
8818,1261,1,,,,0,23/02/2037,,,,,,,,,,,,,,,,,,,
8819,1261,2,,,,0,24/02/2037,,,,,,,,,,,,,,,,,,,
8820,1261,3,,,,0,25/02/2037,,,,,,,,,,,,,,,,,,,
8821,1261,4,,,,0,26/02/2037,,,,,,,,,,,,,,,,,,,
8822,1261,5,,,,0,27/02/2037,,,,,,,,,,,,,,,,,,,
8823,1261,6,,,,0,28/02/2037,,,,,,,,,,,,,,,,,,,
8824,1261,7,,,,0,01/03/2037,,,,,,,,,,,,,,,,,,,
8825,1262,1,,,,0,02/03/2037,,,,,,,,,,,,,,,,,,,
8826,1262,2,,,,0,03/03/2037,,,,,,,,,,,,,,,,,,,
8827,1262,3,,,,0,04/03/2037,,,,,,,,,,,,,,,,,,,
8828,1262,4,,,,0,05/03/2037,,,,,,,,,,,,,,,,,,,
8829,1262,5,,,,0,06/03/2037,,,,,,,,,,,,,,,,,,,
8830,1262,6,,,,0,07/03/2037,,,,,,,,,,,,,,,,,,,
8831,1262,7,,,,0,08/03/2037,,,,,,,,,,,,,,,,,,,
8832,1263,1,,,,0,09/03/2037,,,,,,,,,,,,,,,,,,,
8833,1263,2,,,,0,10/03/2037,,,,,,,,,,,,,,,,,,,
8834,1263,3,,,,0,11/03/2037,,,,,,,,,,,,,,,,,,,
8835,1263,4,,,,0,12/03/2037,,,,,,,,,,,,,,,,,,,
8836,1263,5,,,,0,13/03/2037,,,,,,,,,,,,,,,,,,,
8837,1263,6,,,,0,14/03/2037,,,,,,,,,,,,,,,,,,,
8838,1263,7,,,,0,15/03/2037,,,,,,,,,,,,,,,,,,,
8839,1264,1,,,,0,16/03/2037,,,,,,,,,,,,,,,,,,,
8840,1264,2,,,,0,17/03/2037,,,,,,,,,,,,,,,,,,,
8841,1264,3,,,,0,18/03/2037,,,,,,,,,,,,,,,,,,,
8842,1264,4,,,,0,19/03/2037,,,,,,,,,,,,,,,,,,,
8843,1264,5,,,,0,20/03/2037,,,,,,,,,,,,,,,,,,,
8844,1264,6,,,,0,21/03/2037,,,,,,,,,,,,,,,,,,,
8845,1264,7,,,,0,22/03/2037,,,,,,,,,,,,,,,,,,,
8846,1265,1,,,,0,23/03/2037,,,,,,,,,,,,,,,,,,,
8847,1265,2,,,,0,24/03/2037,,,,,,,,,,,,,,,,,,,
8848,1265,3,,,,0,25/03/2037,,,,,,,,,,,,,,,,,,,
8849,1265,4,,,,0,26/03/2037,,,,,,,,,,,,,,,,,,,
8850,1265,5,,,,0,27/03/2037,,,,,,,,,,,,,,,,,,,
8851,1265,6,,,,0,28/03/2037,,,,,,,,,,,,,,,,,,,
8852,1265,7,,,,0,29/03/2037,,,,,,,,,,,,,,,,,,,
8853,1266,1,,,,0,30/03/2037,,,,,,,,,,,,,,,,,,,
8854,1266,2,,,,0,31/03/2037,,,,,,,,,,,,,,,,,,,
8855,1266,3,,,,0,01/04/2037,,,,,,,,,,,,,,,,,,,
8856,1266,4,,,,0,02/04/2037,,,,,,,,,,,,,,,,,,,
8857,1266,5,,,,0,03/04/2037,,,,,,,,,,,,,,,,,,,
8858,1266,6,,,,0,04/04/2037,,,,,,,,,,,,,,,,,,,
8859,1266,7,,,,0,05/04/2037,,,,,,,,,,,,,,,,,,,
8860,1267,1,,,,0,06/04/2037,,,,,,,,,,,,,,,,,,,
8861,1267,2,,,,0,07/04/2037,,,,,,,,,,,,,,,,,,,
8862,1267,3,,,,0,08/04/2037,,,,,,,,,,,,,,,,,,,
8863,1267,4,,,,0,09/04/2037,,,,,,,,,,,,,,,,,,,
8864,1267,5,,,,0,10/04/2037,,,,,,,,,,,,,,,,,,,
8865,1267,6,,,,0,11/04/2037,,,,,,,,,,,,,,,,,,,
8866,1267,7,,,,0,12/04/2037,,,,,,,,,,,,,,,,,,,
8867,1268,1,,,,0,13/04/2037,,,,,,,,,,,,,,,,,,,
8868,1268,2,,,,0,14/04/2037,,,,,,,,,,,,,,,,,,,
8869,1268,3,,,,0,15/04/2037,,,,,,,,,,,,,,,,,,,
8870,1268,4,,,,0,16/04/2037,,,,,,,,,,,,,,,,,,,
8871,1268,5,,,,0,17/04/2037,,,,,,,,,,,,,,,,,,,
8872,1268,6,,,,0,18/04/2037,,,,,,,,,,,,,,,,,,,
8873,1268,7,,,,0,19/04/2037,,,,,,,,,,,,,,,,,,,
8874,1269,1,,,,0,20/04/2037,,,,,,,,,,,,,,,,,,,
8875,1269,2,,,,0,21/04/2037,,,,,,,,,,,,,,,,,,,
8876,1269,3,,,,0,22/04/2037,,,,,,,,,,,,,,,,,,,
8877,1269,4,,,,0,23/04/2037,,,,,,,,,,,,,,,,,,,
8878,1269,5,,,,0,24/04/2037,,,,,,,,,,,,,,,,,,,
8879,1269,6,,,,0,25/04/2037,,,,,,,,,,,,,,,,,,,
8880,1269,7,,,,0,26/04/2037,,,,,,,,,,,,,,,,,,,
8881,1270,1,,,,0,27/04/2037,,,,,,,,,,,,,,,,,,,
8882,1270,2,,,,0,28/04/2037,,,,,,,,,,,,,,,,,,,
8883,1270,3,,,,0,29/04/2037,,,,,,,,,,,,,,,,,,,
8884,1270,4,,,,0,30/04/2037,,,,,,,,,,,,,,,,,,,
8885,1270,5,,,,0,01/05/2037,,,,,,,,,,,,,,,,,,,
8886,1270,6,,,,0,02/05/2037,,,,,,,,,,,,,,,,,,,
8887,1270,7,,,,0,03/05/2037,,,,,,,,,,,,,,,,,,,
8888,1271,1,,,,0,04/05/2037,,,,,,,,,,,,,,,,,,,
8889,1271,2,,,,0,05/05/2037,,,,,,,,,,,,,,,,,,,
8890,1271,3,,,,0,06/05/2037,,,,,,,,,,,,,,,,,,,
8891,1271,4,,,,0,07/05/2037,,,,,,,,,,,,,,,,,,,
8892,1271,5,,,,0,08/05/2037,,,,,,,,,,,,,,,,,,,
8893,1271,6,,,,0,09/05/2037,,,,,,,,,,,,,,,,,,,
8894,1271,7,,,,0,10/05/2037,,,,,,,,,,,,,,,,,,,
8895,1272,1,,,,0,11/05/2037,,,,,,,,,,,,,,,,,,,
8896,1272,2,,,,0,12/05/2037,,,,,,,,,,,,,,,,,,,
8897,1272,3,,,,0,13/05/2037,,,,,,,,,,,,,,,,,,,
8898,1272,4,,,,0,14/05/2037,,,,,,,,,,,,,,,,,,,
8899,1272,5,,,,0,15/05/2037,,,,,,,,,,,,,,,,,,,
8900,1272,6,,,,0,16/05/2037,,,,,,,,,,,,,,,,,,,
8901,1272,7,,,,0,17/05/2037,,,,,,,,,,,,,,,,,,,
8902,1273,1,,,,0,18/05/2037,,,,,,,,,,,,,,,,,,,
8903,1273,2,,,,0,19/05/2037,,,,,,,,,,,,,,,,,,,
8904,1273,3,,,,0,20/05/2037,,,,,,,,,,,,,,,,,,,
8905,1273,4,,,,0,21/05/2037,,,,,,,,,,,,,,,,,,,
8906,1273,5,,,,0,22/05/2037,,,,,,,,,,,,,,,,,,,
8907,1273,6,,,,0,23/05/2037,,,,,,,,,,,,,,,,,,,
8908,1273,7,,,,0,24/05/2037,,,,,,,,,,,,,,,,,,,
8909,1274,1,,,,0,25/05/2037,,,,,,,,,,,,,,,,,,,
8910,1274,2,,,,0,26/05/2037,,,,,,,,,,,,,,,,,,,
8911,1274,3,,,,0,27/05/2037,,,,,,,,,,,,,,,,,,,
8912,1274,4,,,,0,28/05/2037,,,,,,,,,,,,,,,,,,,
8913,1274,5,,,,0,29/05/2037,,,,,,,,,,,,,,,,,,,
8914,1274,6,,,,0,30/05/2037,,,,,,,,,,,,,,,,,,,
8915,1274,7,,,,0,31/05/2037,,,,,,,,,,,,,,,,,,,
8916,1275,1,,,,0,01/06/2037,,,,,,,,,,,,,,,,,,,
8917,1275,2,,,,0,02/06/2037,,,,,,,,,,,,,,,,,,,
8918,1275,3,,,,0,03/06/2037,,,,,,,,,,,,,,,,,,,
8919,1275,4,,,,0,04/06/2037,,,,,,,,,,,,,,,,,,,
8920,1275,5,,,,0,05/06/2037,,,,,,,,,,,,,,,,,,,
8921,1275,6,,,,0,06/06/2037,,,,,,,,,,,,,,,,,,,
8922,1275,7,,,,0,07/06/2037,,,,,,,,,,,,,,,,,,,
8923,1276,1,,,,0,08/06/2037,,,,,,,,,,,,,,,,,,,
8924,1276,2,,,,0,09/06/2037,,,,,,,,,,,,,,,,,,,
8925,1276,3,,,,0,10/06/2037,,,,,,,,,,,,,,,,,,,
8926,1276,4,,,,0,11/06/2037,,,,,,,,,,,,,,,,,,,
8927,1276,5,,,,0,12/06/2037,,,,,,,,,,,,,,,,,,,
8928,1276,6,,,,0,13/06/2037,,,,,,,,,,,,,,,,,,,
8929,1276,7,,,,0,14/06/2037,,,,,,,,,,,,,,,,,,,
8930,1277,1,,,,0,15/06/2037,,,,,,,,,,,,,,,,,,,
8931,1277,2,,,,0,16/06/2037,,,,,,,,,,,,,,,,,,,
8932,1277,3,,,,0,17/06/2037,,,,,,,,,,,,,,,,,,,
8933,1277,4,,,,0,18/06/2037,,,,,,,,,,,,,,,,,,,
8934,1277,5,,,,0,19/06/2037,,,,,,,,,,,,,,,,,,,
8935,1277,6,,,,0,20/06/2037,,,,,,,,,,,,,,,,,,,
8936,1277,7,,,,0,21/06/2037,,,,,,,,,,,,,,,,,,,
8937,1278,1,,,,0,22/06/2037,,,,,,,,,,,,,,,,,,,
8938,1278,2,,,,0,23/06/2037,,,,,,,,,,,,,,,,,,,
8939,1278,3,,,,0,24/06/2037,,,,,,,,,,,,,,,,,,,
8940,1278,4,,,,0,25/06/2037,,,,,,,,,,,,,,,,,,,
8941,1278,5,,,,0,26/06/2037,,,,,,,,,,,,,,,,,,,
8942,1278,6,,,,0,27/06/2037,,,,,,,,,,,,,,,,,,,
8943,1278,7,,,,0,28/06/2037,,,,,,,,,,,,,,,,,,,
8944,1279,1,,,,0,29/06/2037,,,,,,,,,,,,,,,,,,,
8945,1279,2,,,,0,30/06/2037,,,,,,,,,,,,,,,,,,,
8946,1279,3,,,,0,01/07/2037,,,,,,,,,,,,,,,,,,,
8947,1279,4,,,,0,02/07/2037,,,,,,,,,,,,,,,,,,,
8948,1279,5,,,,0,03/07/2037,,,,,,,,,,,,,,,,,,,
8949,1279,6,,,,0,04/07/2037,,,,,,,,,,,,,,,,,,,
8950,1279,7,,,,0,05/07/2037,,,,,,,,,,,,,,,,,,,
8951,1280,1,,,,0,06/07/2037,,,,,,,,,,,,,,,,,,,
8952,1280,2,,,,0,07/07/2037,,,,,,,,,,,,,,,,,,,
8953,1280,3,,,,0,08/07/2037,,,,,,,,,,,,,,,,,,,
8954,1280,4,,,,0,09/07/2037,,,,,,,,,,,,,,,,,,,
8955,1280,5,,,,0,10/07/2037,,,,,,,,,,,,,,,,,,,
8956,1280,6,,,,0,11/07/2037,,,,,,,,,,,,,,,,,,,
8957,1280,7,,,,0,12/07/2037,,,,,,,,,,,,,,,,,,,
8958,1281,1,,,,0,13/07/2037,,,,,,,,,,,,,,,,,,,
8959,1281,2,,,,0,14/07/2037,,,,,,,,,,,,,,,,,,,
8960,1281,3,,,,0,15/07/2037,,,,,,,,,,,,,,,,,,,
8961,1281,4,,,,0,16/07/2037,,,,,,,,,,,,,,,,,,,
8962,1281,5,,,,0,17/07/2037,,,,,,,,,,,,,,,,,,,
8963,1281,6,,,,0,18/07/2037,,,,,,,,,,,,,,,,,,,
8964,1281,7,,,,0,19/07/2037,,,,,,,,,,,,,,,,,,,
8965,1282,1,,,,0,20/07/2037,,,,,,,,,,,,,,,,,,,
8966,1282,2,,,,0,21/07/2037,,,,,,,,,,,,,,,,,,,
8967,1282,3,,,,0,22/07/2037,,,,,,,,,,,,,,,,,,,
8968,1282,4,,,,0,23/07/2037,,,,,,,,,,,,,,,,,,,
8969,1282,5,,,,0,24/07/2037,,,,,,,,,,,,,,,,,,,
8970,1282,6,,,,0,25/07/2037,,,,,,,,,,,,,,,,,,,
8971,1282,7,,,,0,26/07/2037,,,,,,,,,,,,,,,,,,,
8972,1283,1,,,,0,27/07/2037,,,,,,,,,,,,,,,,,,,
8973,1283,2,,,,0,28/07/2037,,,,,,,,,,,,,,,,,,,
8974,1283,3,,,,0,29/07/2037,,,,,,,,,,,,,,,,,,,
8975,1283,4,,,,0,30/07/2037,,,,,,,,,,,,,,,,,,,
8976,1283,5,,,,0,31/07/2037,,,,,,,,,,,,,,,,,,,
8977,1283,6,,,,0,01/08/2037,,,,,,,,,,,,,,,,,,,
8978,1283,7,,,,0,02/08/2037,,,,,,,,,,,,,,,,,,,
8979,1284,1,,,,0,03/08/2037,,,,,,,,,,,,,,,,,,,
8980,1284,2,,,,0,04/08/2037,,,,,,,,,,,,,,,,,,,
8981,1284,3,,,,0,05/08/2037,,,,,,,,,,,,,,,,,,,
8982,1284,4,,,,0,06/08/2037,,,,,,,,,,,,,,,,,,,
8983,1284,5,,,,0,07/08/2037,,,,,,,,,,,,,,,,,,,
8984,1284,6,,,,0,08/08/2037,,,,,,,,,,,,,,,,,,,
8985,1284,7,,,,0,09/08/2037,,,,,,,,,,,,,,,,,,,
8986,1285,1,,,,0,10/08/2037,,,,,,,,,,,,,,,,,,,
8987,1285,2,,,,0,11/08/2037,,,,,,,,,,,,,,,,,,,
8988,1285,3,,,,0,12/08/2037,,,,,,,,,,,,,,,,,,,
8989,1285,4,,,,0,13/08/2037,,,,,,,,,,,,,,,,,,,
8990,1285,5,,,,0,14/08/2037,,,,,,,,,,,,,,,,,,,
8991,1285,6,,,,0,15/08/2037,,,,,,,,,,,,,,,,,,,
8992,1285,7,,,,0,16/08/2037,,,,,,,,,,,,,,,,,,,
8993,1286,1,,,,0,17/08/2037,,,,,,,,,,,,,,,,,,,
8994,1286,2,,,,0,18/08/2037,,,,,,,,,,,,,,,,,,,
8995,1286,3,,,,0,19/08/2037,,,,,,,,,,,,,,,,,,,
8996,1286,4,,,,0,20/08/2037,,,,,,,,,,,,,,,,,,,
8997,1286,5,,,,0,21/08/2037,,,,,,,,,,,,,,,,,,,
8998,1286,6,,,,0,22/08/2037,,,,,,,,,,,,,,,,,,,
8999,1286,7,,,,0,23/08/2037,,,,,,,,,,,,,,,,,,,
9000,1287,1,,,,0,24/08/2037,,,,,,,,,,,,,,,,,,,
9001,1287,2,,,,0,25/08/2037,,,,,,,,,,,,,,,,,,,
9002,1287,3,,,,0,26/08/2037,,,,,,,,,,,,,,,,,,,
9003,1287,4,,,,0,27/08/2037,,,,,,,,,,,,,,,,,,,
9004,1287,5,,,,0,28/08/2037,,,,,,,,,,,,,,,,,,,
9005,1287,6,,,,0,29/08/2037,,,,,,,,,,,,,,,,,,,
9006,1287,7,,,,0,30/08/2037,,,,,,,,,,,,,,,,,,,
9007,1288,1,,,,0,31/08/2037,,,,,,,,,,,,,,,,,,,
